"time","brightness"
"2023-03-24 09:12:34.688341","136.56831264156065"
"2023-03-24 09:12:35.700691","120.78908304460715"
"2023-03-24 09:12:36.711220","129.70572430821758"
"2023-03-24 09:12:37.722867","139.93679919920592"
"2023-03-24 09:12:38.733653","139.07981303016058"
"2023-03-24 09:12:39.743584","142.80624219395952"
"2023-03-24 09:12:40.754136","140.39374376147614"
"2023-03-24 09:12:41.765137","139.4357238082061"
"2023-03-24 09:12:42.774980","137.91983945866022"
"2023-03-24 09:12:43.786631","140.31300774437724"
"2023-03-24 09:12:44.796499","139.2352972676349"
"2023-03-24 09:12:45.811247","138.4650458253999"
"2023-03-24 09:12:46.822039","138.24985427685945"
"2023-03-24 09:12:47.833378","139.35985740033965"
"2023-03-24 09:12:48.843810","139.13477409379573"
"2023-03-24 09:12:49.853025","140.10093816948262"
"2023-03-24 09:12:50.864087","139.95244873683166"
"2023-03-24 09:12:51.875169","139.58186798123316"
"2023-03-24 09:12:52.884773","120.50659486251418"
"2023-03-24 09:12:53.895862","108.11364024895546"
"2023-03-24 09:12:54.909690","106.38426649361857"
"2023-03-24 09:12:55.928349","111.61880396208527"
"2023-03-24 09:12:56.939490","132.80173500661698"
"2023-03-24 09:12:57.949056","138.7102842413328"
"2023-03-24 09:12:58.959677","141.12830797913722"
"2023-03-24 09:12:59.970980","139.77588778084777"
"2023-03-24 09:13:00.980634","136.9578368994872"
"2023-03-24 09:13:01.991159","137.62187362192608"
"2023-03-24 09:13:03.000694","137.85108538783564"
"2023-03-24 09:13:04.010835","137.78118191614928"
"2023-03-24 09:13:05.021798","137.95233890251376"
"2023-03-24 09:13:06.032121","139.59137549514338"
"2023-03-24 09:13:07.045657","140.47482608390547"
"2023-03-24 09:13:08.056141","140.89002385952625"
"2023-03-24 09:13:09.066302","141.4883900005358"
"2023-03-24 09:13:10.076933","139.2045671487511"
"2023-03-24 09:13:11.091263","138.87896158716705"
"2023-03-24 09:13:12.103830","140.18616066475764"
"2023-03-24 09:13:13.115726","140.097981892428"
"2023-03-24 09:13:14.128049","135.7992184675593"
"2023-03-24 09:13:15.138572","135.48727422983"
"2023-03-24 09:13:16.148624","136.9652287389426"
"2023-03-24 09:13:17.159413","138.03446393061546"
"2023-03-24 09:13:18.170061","141.16137723923597"
"2023-03-24 09:13:19.179775","142.97689029798772"
"2023-03-24 09:13:20.191134","144.9412551281707"
"2023-03-24 09:13:21.203242","141.2586035280743"
"2023-03-24 09:13:22.215443","137.4019003153637"
"2023-03-24 09:13:23.226270","138.78871228396983"
"2023-03-24 09:13:24.236877","140.65646618399634"
"2023-03-24 09:13:25.246830","133.76989833372056"
"2023-03-24 09:13:26.263465","134.02299752561325"
"2023-03-24 09:13:27.276600","131.11607452680124"
"2023-03-24 09:13:28.296495","134.16643189337552"
"2023-03-24 09:13:29.312490","134.88437333107967"
"2023-03-24 09:13:30.323134","134.97610851859167"
"2023-03-24 09:13:31.333217","135.26998057254235"
"2023-03-24 09:13:32.344624","134.93402659184073"
"2023-03-24 09:13:33.356769","135.03505732906044"
"2023-03-24 09:13:34.367116","135.32028648757498"
"2023-03-24 09:13:35.376701","135.35376659957177"
"2023-03-24 09:13:36.386765","134.39326572791722"
"2023-03-24 09:13:37.404603","134.87859627979213"
"2023-03-24 09:13:38.424156","134.90639861010823"
"2023-03-24 09:13:39.442149","135.12232596350916"
"2023-03-24 09:13:40.462004","135.93869349288246"
"2023-03-24 09:13:41.472738","136.02478233101564"
"2023-03-24 09:13:42.483830","135.79627038804523"
"2023-03-24 09:13:43.502813","135.63758380808457"
"2023-03-24 09:13:44.520759","135.33915406049013"
"2023-03-24 09:13:45.538661","135.2973762947461"
"2023-03-24 09:13:46.552066","135.55887333755936"
"2023-03-24 09:13:47.565860","135.35698553196073"
"2023-03-24 09:13:48.576340","135.15198021257783"
"2023-03-24 09:13:49.588625","135.31772122178214"
"2023-03-24 09:13:50.608457","135.02388736030687"
"2023-03-24 09:13:51.628523","135.1797901271886"
"2023-03-24 09:13:52.647528","135.3089968682621"
"2023-03-24 09:13:53.666736","135.22421420243487"
"2023-03-24 09:13:54.678053","134.916700632447"
"2023-03-24 09:13:55.696796","135.55396862002053"
"2023-03-24 09:13:56.716545","135.28221104698903"
"2023-03-24 09:13:57.735304","135.2964764130084"
"2023-03-24 09:13:58.752344","135.2795502262572"
"2023-03-24 09:13:59.761828","135.3823487004036"
"2023-03-24 09:14:00.780059","134.93862973720505"
"2023-03-24 09:14:01.790947","135.26318840637123"
"2023-03-24 09:14:02.801076","135.49144158023344"
"2023-03-24 09:14:03.818117","135.45008268768072"
"2023-03-24 09:14:04.837025","135.42446266808827"
"2023-03-24 09:14:05.856602","135.392615910603"
"2023-03-24 09:14:06.874879","135.58618430381287"
"2023-03-24 09:14:07.887011","135.37770348595052"
"2023-03-24 09:14:08.898228","135.38336155637612"
"2023-03-24 09:14:09.918793","135.44185845531698"
"2023-03-24 09:14:10.932558","135.57189623851636"
"2023-03-24 09:14:11.952341","135.24444909712489"
"2023-03-24 09:14:12.962140","135.30622663338886"
"2023-03-24 09:14:13.980519","135.0738305379422"
"2023-03-24 09:14:14.995865","135.34563536868345"
"2023-03-24 09:14:16.015297","134.3211560466703"
"2023-03-24 09:14:17.035160","133.65591762121443"
"2023-03-24 09:14:18.055452","133.70069467405304"
"2023-03-24 09:14:19.066447","133.66579754352153"
"2023-03-24 09:14:20.085858","134.13602283092234"
"2023-03-24 09:14:21.096914","129.71908215645655"
"2023-03-24 09:14:22.114451","110.73984635337301"
"2023-03-24 09:14:23.132284","126.96466452431515"
"2023-03-24 09:14:24.142163","137.0226967657142"
"2023-03-24 09:14:25.157076","134.8350468997255"
"2023-03-24 09:14:26.176050","133.68572559787276"
"2023-03-24 09:14:27.193092","132.94910228568486"
"2023-03-24 09:14:28.211997","132.7464220775691"
"2023-03-24 09:14:29.221031","132.67974566125295"
"2023-03-24 09:14:30.240536","132.7792640176543"
"2023-03-24 09:14:31.254026","132.8455829454207"
"2023-03-24 09:14:32.267299","133.09611289923794"
"2023-03-24 09:14:33.285055","132.59532671635247"
"2023-03-24 09:14:34.303968","131.51928517957614"
"2023-03-24 09:14:35.314684","131.24798875260518"
"2023-03-24 09:14:36.332464","136.1639481312625"
"2023-03-24 09:14:37.343094","134.42803531866375"
"2023-03-24 09:14:38.354823","133.87791020468725"
"2023-03-24 09:14:39.364660","132.5047486048833"
"2023-03-24 09:14:40.375022","132.52748940159418"
"2023-03-24 09:14:41.387094","130.94006617296182"
"2023-03-24 09:14:42.396599","131.913881087716"
"2023-03-24 09:14:43.416270","130.36056618615498"
"2023-03-24 09:14:44.426930","130.14508478331038"
"2023-03-24 09:14:45.437188","129.5738602806298"
"2023-03-24 09:14:46.452600","129.14530539449956"
"2023-03-24 09:14:47.463341","129.10172963868965"
"2023-03-24 09:14:48.473576","129.5192991828371"
"2023-03-24 09:14:49.484853","128.97781887226344"
"2023-03-24 09:14:50.502680","128.72594754438117"
"2023-03-24 09:14:51.520995","128.67913073531034"
"2023-03-24 09:14:52.535491","128.75810212034173"
"2023-03-24 09:14:53.546448","128.74172503541524"
"2023-03-24 09:14:54.565708","128.60840361096885"
"2023-03-24 09:14:55.577173","128.5984614803479"
"2023-03-24 09:14:56.595544","128.83376348404852"
"2023-03-24 09:14:57.607132","128.50575828624233"
"2023-03-24 09:14:58.618046","128.44220177812537"
"2023-03-24 09:14:59.631035","127.99097829615692"
"2023-03-24 09:15:00.648441","131.12390256523435"
"2023-03-24 09:15:01.658293","131.19368492399317"
"2023-03-24 09:15:02.668234","131.2478076350955"
"2023-03-24 09:15:03.688106","131.76866347917476"
"2023-03-24 09:15:04.707408","131.35534811332553"
"2023-03-24 09:15:05.717229","131.3338565616123"
"2023-03-24 09:15:06.727658","131.4725300464044"
"2023-03-24 09:15:07.747790","131.43427476648483"
"2023-03-24 09:15:08.757873","131.4745251268056"
"2023-03-24 09:15:09.777864","131.56262332822084"
"2023-03-24 09:15:10.792373","131.5932074262296"
"2023-03-24 09:15:11.810814","133.05027795038984"
"2023-03-24 09:15:12.823932","131.76282907508784"
"2023-03-24 09:15:13.834015","132.6270269797154"
"2023-03-24 09:15:14.844596","132.80938704641187"
"2023-03-24 09:15:15.862672","132.95944464973124"
"2023-03-24 09:15:16.874239","134.0277017411586"
"2023-03-24 09:15:17.884910","133.8918653139964"
"2023-03-24 09:15:18.901982","133.97571052692538"
"2023-03-24 09:15:19.911963","134.13834271350913"
"2023-03-24 09:15:20.927854","134.1336632860834"
"2023-03-24 09:15:21.946712","133.85656123466768"
"2023-03-24 09:15:22.957642","133.52433554262268"
"2023-03-24 09:15:23.968079","133.04035010788184"
"2023-03-24 09:15:24.988000","135.2907767500808"
"2023-03-24 09:15:25.997210","135.58075052911292"
"2023-03-24 09:15:27.016510","133.90684741816736"
"2023-03-24 09:15:28.028245","133.06186136595642"
"2023-03-24 09:15:29.038594","133.40450514460855"
"2023-03-24 09:15:30.057848","133.20697877317468"
"2023-03-24 09:15:31.078671","132.99741931947605"
"2023-03-24 09:15:32.094708","132.53908462137966"
"2023-03-24 09:15:33.104711","132.03347283639522"
"2023-03-24 09:15:34.115904","132.70705628938077"
"2023-03-24 09:15:35.135368","132.92796788175127"
"2023-03-24 09:15:36.145047","132.56878811183114"
"2023-03-24 09:15:37.155260","135.94130378075613"
"2023-03-24 09:15:38.168399","133.8826793386985"
"2023-03-24 09:15:39.186807","133.60066363134717"
"2023-03-24 09:15:40.207202","132.11932789861177"
"2023-03-24 09:15:41.218166","134.88065566419735"
"2023-03-24 09:15:42.229716","135.954588053796"
"2023-03-24 09:15:43.247696","134.85062417374974"
"2023-03-24 09:15:44.266876","132.20874614854293"
"2023-03-24 09:15:45.286369","132.9079539726456"
"2023-03-24 09:15:46.297227","133.73448780524208"
"2023-03-24 09:15:47.314960","133.8803742924231"
"2023-03-24 09:15:48.329054","132.25925863053956"
"2023-03-24 09:15:49.348791","144.68183914487818"
"2023-03-24 09:15:50.368644","142.24283890006132"
"2023-03-24 09:15:51.387332","141.25701387803255"
"2023-03-24 09:15:52.398970","142.13439829802022"
"2023-03-24 09:15:53.418225","134.80680526190795"
"2023-03-24 09:15:54.431600","133.57274141612484"
"2023-03-24 09:15:55.451147","140.1306760840748"
"2023-03-24 09:15:56.468571","143.57287686554827"
"2023-03-24 09:15:57.488475","141.86238269335365"
"2023-03-24 09:15:58.506276","144.35539185031365"
"2023-03-24 09:15:59.516341","132.48294493354592"
"2023-03-24 09:16:00.534778","131.70052430614837"
"2023-03-24 09:16:01.546303","131.73442073383316"
"2023-03-24 09:16:02.565044","131.38751293997228"
"2023-03-24 09:16:03.575016","131.40542432756715"
"2023-03-24 09:16:04.593178","130.89724093305696"
"2023-03-24 09:16:05.612490","138.32342215283737"
"2023-03-24 09:16:06.632352","140.75256308283303"
"2023-03-24 09:16:07.651624","141.72410294647517"
"2023-03-24 09:16:08.672054","137.18162572636297"
"2023-03-24 09:16:09.682062","134.82492466879833"
"2023-03-24 09:16:10.702341","137.77187055991803"
"2023-03-24 09:16:11.720623","137.44407446437756"
"2023-03-24 09:16:12.737120","137.3845641302945"
"2023-03-24 09:16:13.747904","137.27114643947797"
"2023-03-24 09:16:14.766860","137.2667870501697"
"2023-03-24 09:16:15.776437","137.8380201960863"
"2023-03-24 09:16:16.795932","137.7464292404887"
"2023-03-24 09:16:17.815499","137.78146478065617"
"2023-03-24 09:16:18.835656","137.43455272017988"
"2023-03-24 09:16:19.854661","137.2752601852032"
"2023-03-24 09:16:20.864907","137.56282893204332"
"2023-03-24 09:16:21.884406","137.76001554140643"
"2023-03-24 09:16:22.899344","137.67303096451315"
"2023-03-24 09:16:23.918598","137.55405802753603"
"2023-03-24 09:16:24.937094","137.0652185521865"
"2023-03-24 09:16:25.956501","137.34337167325458"
"2023-03-24 09:16:26.975369","137.54670674991365"
"2023-03-24 09:16:27.993948","137.70956820679677"
"2023-03-24 09:16:29.013388","137.867019190612"
"2023-03-24 09:16:30.031680","137.94971270554987"
"2023-03-24 09:16:31.050476","137.88983736669798"
"2023-03-24 09:16:32.067950","138.56288382832207"
"2023-03-24 09:16:33.086202","138.40201200463355"
"2023-03-24 09:16:34.103865","138.47005337689498"
"2023-03-24 09:16:35.123569","138.31186939136094"
"2023-03-24 09:16:36.143703","138.32677018212704"
"2023-03-24 09:16:37.163690","138.23844715824137"
"2023-03-24 09:16:38.181878","138.97689644049626"
"2023-03-24 09:16:39.198575","144.95757277361204"
"2023-03-24 09:16:40.208638","144.6678987155353"
"2023-03-24 09:16:41.220120","143.69640433800026"
"2023-03-24 09:16:42.231202","142.3489574789808"
"2023-03-24 09:16:43.242460","142.11578782644557"
"2023-03-24 09:16:44.260685","142.379417905505"
"2023-03-24 09:16:45.270890","142.39073714534294"
"2023-03-24 09:16:46.287598","142.2841481162165"
"2023-03-24 09:16:47.296641","142.15002530223984"
"2023-03-24 09:16:48.307522","142.18525238356503"
"2023-03-24 09:16:49.318490","142.36031678037983"
"2023-03-24 09:16:50.328459","141.9765093923478"
"2023-03-24 09:16:51.348330","140.1099799348304"
"2023-03-24 09:16:52.359787","142.30434610499697"
"2023-03-24 09:16:53.377071","133.53447646547627"
"2023-03-24 09:16:54.396965","130.73994279569592"
"2023-03-24 09:16:55.408281","130.90899810340804"
"2023-03-24 09:16:56.426532","142.50821561264362"
"2023-03-24 09:16:57.437083","135.8105093348953"
"2023-03-24 09:16:58.455768","139.54290777008782"
"2023-03-24 09:16:59.467158","138.97612574415353"
"2023-03-24 09:17:00.476548","138.91257133106888"
"2023-03-24 09:17:01.487256","139.11828395552752"
"2023-03-24 09:17:02.497531","139.40173264333936"
"2023-03-24 09:17:03.513083","139.83537098282864"
"2023-03-24 09:17:04.523800","140.0697154355747"
"2023-03-24 09:17:05.538851","141.21853010725582"
"2023-03-24 09:17:06.548585","125.78825868918373"
"2023-03-24 09:17:07.559966","135.8745957246187"
"2023-03-24 09:17:08.570317","136.98422209804656"
"2023-03-24 09:17:09.582111","139.5527505881725"
"2023-03-24 09:17:10.599524","139.41772765546557"
"2023-03-24 09:17:11.610600","139.34306638738968"
"2023-03-24 09:17:12.627820","139.27646974050907"
"2023-03-24 09:17:13.638711","139.2702791263601"
"2023-03-24 09:17:14.648328","139.55646288656368"
"2023-03-24 09:17:15.660989","139.3612370309926"
"2023-03-24 09:17:16.679107","139.38214771681893"
"2023-03-24 09:17:17.689367","139.45186831670836"
"2023-03-24 09:17:18.699643","139.53285167059477"
"2023-03-24 09:17:19.711190","139.52541510028266"
"2023-03-24 09:17:20.722153","139.46421151264002"
"2023-03-24 09:17:21.732509","139.3106879587888"
"2023-03-24 09:17:22.743091","139.61770379910163"
"2023-03-24 09:17:23.752673","139.7193847294004"
"2023-03-24 09:17:24.763081","139.86507354563184"
"2023-03-24 09:17:25.772618","140.13537693095142"
"2023-03-24 09:17:26.783062","140.9601950640238"
"2023-03-24 09:17:27.792491","140.41586699019362"
"2023-03-24 09:17:28.802383","140.528662573525"
"2023-03-24 09:17:29.816503","140.66063076616712"
"2023-03-24 09:17:30.826644","140.70518288472627"
"2023-03-24 09:17:31.840698","140.084953400446"
"2023-03-24 09:17:32.851373","139.6950477707565"
"2023-03-24 09:17:33.861908","141.31304561155872"
"2023-03-24 09:17:34.878221","140.09126448248125"
"2023-03-24 09:17:35.888097","140.67748462826083"
"2023-03-24 09:17:36.900626","140.32162310746634"
"2023-03-24 09:17:37.910841","142.6342518686096"
"2023-03-24 09:17:38.922519","136.49458526975144"
"2023-03-24 09:17:39.934440","136.70312860135593"
"2023-03-24 09:17:40.945074","136.41067242814054"
"2023-03-24 09:17:41.955264","136.8514859635573"
"2023-03-24 09:17:42.965107","134.1936515413196"
"2023-03-24 09:17:43.982864","139.0650170854473"
"2023-03-24 09:17:44.994566","139.28519402815039"
"2023-03-24 09:17:46.008743","140.06898700880257"
"2023-03-24 09:17:47.020520","140.43692793222405"
"2023-03-24 09:17:48.033744","140.37964662552977"
"2023-03-24 09:17:49.044811","140.66557232237716"
"2023-03-24 09:17:50.055195","140.6444690314677"
"2023-03-24 09:17:51.066012","140.36551849645994"
"2023-03-24 09:17:52.083854","140.60252991590727"
"2023-03-24 09:17:53.093872","140.04222191184047"
"2023-03-24 09:17:54.104061","139.69202490537756"
"2023-03-24 09:17:55.114202","140.00204765215787"
"2023-03-24 09:17:56.123996","140.0654403754336"
"2023-03-24 09:17:57.134176","139.9212186813288"
"2023-03-24 09:17:58.147748","142.18415956626973"
"2023-03-24 09:17:59.158008","141.90598392932137"
"2023-03-24 09:18:00.172596","141.85777190802645"
"2023-03-24 09:18:01.185642","141.8178840590059"
"2023-03-24 09:18:02.196584","141.93934893193324"
"2023-03-24 09:18:03.206758","141.52786074797746"
"2023-03-24 09:18:04.217937","141.14274672814273"
"2023-03-24 09:18:05.229920","149.94671608040355"
"2023-03-24 09:18:06.239960","150.0175241650157"
"2023-03-24 09:18:07.248620","147.44431068749614"
"2023-03-24 09:18:08.259641","146.56469168807607"
"2023-03-24 09:18:09.279010","135.26741136131693"
"2023-03-24 09:18:10.288651","137.45379295182286"
"2023-03-24 09:18:11.299179","136.6683497202604"
"2023-03-24 09:18:12.310233","136.5071108351345"
"2023-03-24 09:18:13.328252","136.8828696325061"
"2023-03-24 09:18:14.339274","136.9907481391913"
"2023-03-24 09:18:15.350732","136.72672403952353"
"2023-03-24 09:18:16.361095","136.72007102741802"
"2023-03-24 09:18:17.380453","136.76070983919598"
"2023-03-24 09:18:18.390036","136.84073469507064"
"2023-03-24 09:18:19.399924","136.67263679032118"
"2023-03-24 09:18:20.410419","136.98582609804984"
"2023-03-24 09:18:21.421162","136.8705738791871"
"2023-03-24 09:18:22.430907","136.7495730469074"
"2023-03-24 09:18:23.450402","137.12421830832943"
"2023-03-24 09:18:24.467650","136.8598874940742"
"2023-03-24 09:18:25.480617","136.32550392443943"
"2023-03-24 09:18:26.492498","135.99070797639087"
"2023-03-24 09:18:27.508567","134.4365563693394"
"2023-03-24 09:18:28.523305","146.19852636913376"
"2023-03-24 09:18:29.540522","147.54820079569265"
"2023-03-24 09:18:30.551722","136.72549509089131"
"2023-03-24 09:18:31.563456","143.22761968140296"
"2023-03-24 09:18:32.575240","138.2472802275616"
"2023-03-24 09:18:33.592471","140.20513015182226"
"2023-03-24 09:18:34.608602","136.04557989976593"
"2023-03-24 09:18:35.619189","136.03086752858746"
"2023-03-24 09:18:36.629251","135.38992862344318"
"2023-03-24 09:18:37.639383","138.77895103717637"
"2023-03-24 09:18:38.648643","138.78640157205035"
"2023-03-24 09:18:39.658555","138.90773604452303"
"2023-03-24 09:18:40.668533","137.93065035083544"
"2023-03-24 09:18:41.678677","137.8896339974029"
"2023-03-24 09:18:42.688801","137.77116473234096"
"2023-03-24 09:18:43.699027","137.78417732668106"
"2023-03-24 09:18:44.709824","137.97998683922097"
"2023-03-24 09:18:45.721051","137.95507859256193"
"2023-03-24 09:18:46.736596","138.09375302490747"
"2023-03-24 09:18:47.747016","137.7699930798046"
"2023-03-24 09:18:48.757698","138.0051676046927"
"2023-03-24 09:18:49.767849","138.47984340160718"
"2023-03-24 09:18:50.778109","140.0937725471517"
"2023-03-24 09:18:51.796140","140.17146353657802"
"2023-03-24 09:18:52.813584","137.71856035421445"
"2023-03-24 09:18:53.823049","140.69057091070755"
"2023-03-24 09:18:54.831691","140.26832161442175"
"2023-03-24 09:18:55.850268","140.17471733567385"
"2023-03-24 09:18:56.868182","140.37232243145502"
"2023-03-24 09:18:57.879254","143.21093824768127"
"2023-03-24 09:18:58.888539","138.3407169923057"
"2023-03-24 09:18:59.898392","137.48270624070915"
"2023-03-24 09:19:00.908471","136.50024147724096"
"2023-03-24 09:19:01.918736","137.75461087706677"
"2023-03-24 09:19:02.928139","137.83432834129957"
"2023-03-24 09:19:03.939516","137.29398492194215"
"2023-03-24 09:19:04.951984","136.56320314723536"
"2023-03-24 09:19:05.961227","136.4253027093551"
"2023-03-24 09:19:06.978781","136.8517016508921"
"2023-03-24 09:19:07.988267","136.82659161272363"
"2023-03-24 09:19:09.006651","135.95100369425728"
"2023-03-24 09:19:10.020386","132.17589476075008"
"2023-03-24 09:19:11.033598","131.390786944837"
"2023-03-24 09:19:12.045081","134.00772407660807"
"2023-03-24 09:19:13.054155","134.6869393430059"
"2023-03-24 09:19:14.064269","134.89196700785814"
"2023-03-24 09:19:15.075643","134.63013371970763"
"2023-03-24 09:19:16.086292","135.43815973476924"
"2023-03-24 09:19:17.096212","135.92758752878075"
"2023-03-24 09:19:18.113072","134.82820664646047"
"2023-03-24 09:19:19.128769","131.85028414016793"
"2023-03-24 09:19:20.139306","132.59182945669474"
"2023-03-24 09:19:21.154652","132.36717109597396"
"2023-03-24 09:19:22.164657","132.94824348182584"
"2023-03-24 09:19:23.182752","132.91690747580793"
"2023-03-24 09:19:24.198308","132.91182765301878"
"2023-03-24 09:19:25.212084","133.04163128447604"
"2023-03-24 09:19:26.223412","133.02413204716515"
"2023-03-24 09:19:27.240537","131.6517557505124"
"2023-03-24 09:19:28.252442","132.65856910232995"
"2023-03-24 09:19:29.268621","133.47207097847567"
"2023-03-24 09:19:30.283740","136.42172699177073"
"2023-03-24 09:19:31.292645","135.91761100180756"
"2023-03-24 09:19:32.302187","136.30737170488547"
"2023-03-24 09:19:33.316564","131.88378562225103"
"2023-03-24 09:19:34.327253","133.31335954864116"
"2023-03-24 09:19:35.336506","142.81735852913053"
"2023-03-24 09:19:36.353541","146.43890426158973"
"2023-03-24 09:19:37.371392","143.04833965250873"
"2023-03-24 09:19:38.391981","142.2202911806394"
"2023-03-24 09:19:39.400618","142.30986406030684"
"2023-03-24 09:19:40.419475","142.14389128754794"
"2023-03-24 09:19:41.438372","142.8759525730673"
"2023-03-24 09:19:42.449202","141.30039757922538"
"2023-03-24 09:19:43.467319","140.52214214131456"
"2023-03-24 09:19:44.486693","143.3977784159179"
"2023-03-24 09:19:45.504478","142.64543873120635"
"2023-03-24 09:19:46.522215","141.38002236226222"
"2023-03-24 09:19:47.540092","137.44650583973245"
"2023-03-24 09:19:48.558448","111.31004286447545"
"2023-03-24 09:19:49.575931","119.022905903498"
"2023-03-24 09:19:50.594361","121.15533337204866"
"2023-03-24 09:19:51.612176","133.16205098204995"
"2023-03-24 09:19:52.622374","139.26678945543745"
"2023-03-24 09:19:53.632287","138.69758926949035"
"2023-03-24 09:19:54.643597","138.11028946575578"
"2023-03-24 09:19:55.654829","138.14921329914364"
"2023-03-24 09:19:56.666657","139.55862811299514"
"2023-03-24 09:19:57.676461","138.09424386513498"
"2023-03-24 09:19:58.687053","136.05833935207457"
"2023-03-24 09:19:59.696918","137.84077759146678"
"2023-03-24 09:20:00.712107","138.2245976441039"
"2023-03-24 09:20:01.724369","138.2255767305891"
"2023-03-24 09:20:02.734660","138.25718076692417"
"2023-03-24 09:20:03.744620","138.0244798137739"
"2023-03-24 09:20:04.755384","138.01826921729113"
"2023-03-24 09:20:05.764659","138.2448359798061"
"2023-03-24 09:20:06.778399","138.17357752463468"
"2023-03-24 09:20:07.788164","138.36904320803916"
"2023-03-24 09:20:08.804622","138.59166210743794"
"2023-03-24 09:20:09.813823","137.64909288779012"
"2023-03-24 09:20:10.831416","141.21069004002166"
"2023-03-24 09:20:11.850185","141.5803968122639"
"2023-03-24 09:20:12.866347","141.81612691780404"
"2023-03-24 09:20:13.884687","141.66974081104863"
"2023-03-24 09:20:14.896957","141.56320286190038"
"2023-03-24 09:20:15.915564","141.6138227257253"
"2023-03-24 09:20:16.934585","141.53801937336516"
"2023-03-24 09:20:17.952077","142.25733064383004"
"2023-03-24 09:20:18.971638","144.33366929987275"
"2023-03-24 09:20:19.988607","144.5953631798042"
"2023-03-24 09:20:21.008893","144.39390534560332"
"2023-03-24 09:20:22.026771","144.63516244972004"
"2023-03-24 09:20:23.046049","144.37686256106937"
"2023-03-24 09:20:24.064729","145.04782742045725"
"2023-03-24 09:20:25.082039","143.57613608141997"
"2023-03-24 09:20:26.098854","143.10122978612074"
"2023-03-24 09:20:27.116828","143.0438672319248"
"2023-03-24 09:20:28.134753","143.5308450044295"
"2023-03-24 09:20:29.153051","143.895075023393"
"2023-03-24 09:20:30.171626","143.6878275102024"
"2023-03-24 09:20:31.188959","143.56719899337588"
"2023-03-24 09:20:32.207764","143.5796199299966"
"2023-03-24 09:20:33.225418","143.74227250469497"
"2023-03-24 09:20:34.244367","143.52442986420897"
"2023-03-24 09:20:35.262948","143.534706492789"
"2023-03-24 09:20:36.278568","144.4691643499308"
"2023-03-24 09:20:37.297156","144.31541858100218"
"2023-03-24 09:20:38.312653","144.97442490110063"
"2023-03-24 09:20:39.332949","144.46786145330205"
"2023-03-24 09:20:40.342156","144.18045361066268"
"2023-03-24 09:20:41.353164","143.8799811216522"
"2023-03-24 09:20:42.371079","144.39595742886524"
"2023-03-24 09:20:43.382794","144.54284141518562"
"2023-03-24 09:20:44.400775","144.72156395160815"
"2023-03-24 09:20:45.420392","144.68362476399142"
"2023-03-24 09:20:46.435931","145.0783310496666"
"2023-03-24 09:20:47.452862","140.4658034403004"
"2023-03-24 09:20:48.469616","143.32927112907453"
"2023-03-24 09:20:49.486833","144.25036734626931"
"2023-03-24 09:20:50.504032","142.6628523379746"
"2023-03-24 09:20:51.522662","142.51483813676543"
"2023-03-24 09:20:52.532414","142.67067194717976"
"2023-03-24 09:20:53.542871","142.6503337445305"
"2023-03-24 09:20:54.559695","142.67810671859536"
"2023-03-24 09:20:55.576940","142.99401530461685"
"2023-03-24 09:20:56.593506","142.60381274199085"
"2023-03-24 09:20:57.611095","142.38166196865745"
"2023-03-24 09:20:58.628606","142.6619613689904"
